seed,ep,eps,reached,collided,min_clr,time_s
13,45,0.01,1,0,1.773,4.2
13,46,0.01,1,0,1.542,5.4
13,47,0.01,1,0,1.856,4.5
13,48,0.01,1,0,1.677,3.9
13,49,0.01,1,0,1.465,4.2
14,0,0.01,1,0,1.604,4.2
14,1,0.01,1,0,2.153,5.1
14,2,0.01,1,0,1.21,6.6
14,3,0.01,1,0,2.371,3.9
14,4,0.01,1,0,1.814,3.9
14,5,0.01,1,0,2.144,5.1
14,6,0.01,1,0,1.984,3.9
14,7,0.01,1,0,1.329,4.2
14,8,0.01,1,0,2.056,3.9
14,9,0.01,1,0,1.405,3.9
14,10,0.01,1,0,1.581,6.0
14,11,0.01,1,0,1.642,3.9
14,12,0.01,1,0,1.203,6.0
14,13,0.01,1,0,1.384,3.6
14,14,0.01,1,0,1.56,5.1
14,15,0.01,1,0,1.883,4.8
14,16,0.01,1,0,1.455,3.9
14,17,0.01,1,0,1.118,4.8
14,18,0.01,1,0,1.415,4.8
14,19,0.01,1,0,1.422,4.5
14,20,0.01,1,0,1.801,4.5
14,21,0.01,1,0,1.471,4.8
14,22,0.01,1,0,1.795,3.9
14,23,0.01,1,0,1.099,5.7
14,24,0.01,1,0,1.361,4.5
14,25,0.01,1,0,1.434,5.1
14,26,0.01,1,0,1.814,4.2
14,27,0.01,1,0,1.79,4.2
14,28,0.01,1,0,1.563,4.5
14,29,0.01,1,0,1.508,3.9
14,30,0.01,1,0,1.641,4.5
14,31,0.01,1,0,1.285,5.4
14,32,0.01,1,0,1.804,4.2
14,33,0.01,1,0,1.605,5.1
14,34,0.01,1,0,1.469,4.8
14,35,0.01,1,0,2.248,4.8
14,36,0.01,1,0,1.752,3.9
14,37,0.01,1,0,1.733,3.9
14,38,0.01,1,0,1.144,4.8
14,39,0.01,1,0,1.378,6.0
14,40,0.01,1,0,1.439,4.5
14,41,0.01,1,0,1.197,5.1
14,42,0.01,1,0,1.859,3.9
14,43,0.01,1,0,1.566,5.7
14,44,0.01,1,0,1.784,5.1
14,45,0.01,1,0,2.042,3.9
14,46,0.01,1,0,2.428,4.5
14,47,0.01,1,0,1.842,3.9
14,48,0.01,1,0,1.919,5.4
14,49,0.01,1,0,1.716,4.8
15,0,0.01,1,0,1.28,5.4
15,1,0.01,1,0,1.418,5.1
15,2,0.01,1,0,1.181,5.4
15,3,0.01,1,0,1.7,4.8
15,4,0.01,1,0,1.781,4.8
15,5,0.01,1,0,1.562,4.5
15,6,0.01,1,0,1.593,4.8
15,7,0.01,1,0,1.438,4.2
15,8,0.01,1,0,2.24,3.9
15,9,0.01,1,0,1.831,4.2
15,10,0.01,1,0,2.16,5.1
15,11,0.01,1,0,2.261,5.1
15,12,0.01,1,0,1.66,4.5
15,13,0.01,1,0,1.688,4.8
15,14,0.01,1,0,1.256,5.4
15,15,0.01,1,0,1.499,5.4
15,16,0.01,1,0,1.535,4.5
15,17,0.01,1,0,2.188,3.6
15,18,0.01,1,0,1.454,3.9
15,19,0.01,1,0,1.479,5.4
15,20,0.01,1,0,1.543,4.2
15,21,0.01,1,0,1.472,5.7
15,22,0.01,1,0,1.401,5.4
15,23,0.01,1,0,1.847,3.9
15,24,0.01,1,0,1.609,3.9
15,25,0.01,1,0,1.86,3.9
15,26,0.01,1,0,1.447,3.9
15,27,0.01,1,0,1.736,3.9
15,28,0.01,1,0,1.388,5.4
15,29,0.01,1,0,1.231,6.3
15,30,0.01,1,0,1.648,4.2
15,31,0.01,1,0,1.607,6.9
15,32,0.01,1,0,1.154,5.7
15,33,0.01,1,0,1.929,4.2
15,34,0.01,1,0,1.358,6.9
15,35,0.01,1,0,1.516,6.0
15,36,0.01,1,0,2.152,5.1
15,37,0.01,1,0,2.091,4.8
15,38,0.01,1,0,2.331,4.8
15,39,0.01,1,0,1.548,4.5
15,40,0.01,1,0,1.167,5.1
15,41,0.01,1,0,1.427,5.1
15,42,0.01,1,0,1.807,5.4
15,43,0.01,1,0,1.93,3.9
15,44,0.01,1,0,1.285,5.1
15,45,0.01,1,0,1.585,4.5
15,46,0.01,1,0,1.305,6.3
15,47,0.01,1,0,1.46,5.1
15,48,0.01,1,0,1.951,5.1
15,49,0.01,1,0,1.283,5.4
16,0,0.01,1,0,1.442,5.1
16,1,0.01,1,0,1.269,4.8
16,2,0.01,1,0,1.704,4.8
16,3,0.01,1,0,1.551,5.4
16,4,0.01,1,0,1.414,5.1
16,5,0.01,1,0,2.363,5.4
16,6,0.01,1,0,2.487,4.5
16,7,0.01,1,0,1.677,3.9
16,8,0.01,1,0,1.295,5.1
16,9,0.01,1,0,1.936,4.8
16,10,0.01,1,0,1.538,4.8
16,11,0.01,1,0,1.174,5.7
16,12,0.01,1,0,1.908,3.9
16,13,0.01,1,0,1.457,4.5
16,14,0.01,1,0,1.308,4.8
16,15,0.01,1,0,1.443,4.8
16,16,0.01,1,0,1.403,4.8
16,17,0.01,1,0,1.757,3.9
16,18,0.01,1,0,1.515,4.8
16,19,0.01,1,0,2.363,4.2
16,20,0.01,1,0,1.711,3.9
16,21,0.01,1,0,1.772,5.4
16,22,0.01,1,0,1.159,4.8
16,23,0.01,1,0,1.387,3.9
16,24,0.01,1,0,1.387,5.1
16,25,0.01,1,0,1.475,4.5
16,26,0.01,1,0,2.384,4.8
16,27,0.01,1,0,1.447,5.4
16,28,0.01,1,0,1.469,3.9
16,29,0.01,1,0,1.364,3.9
16,30,0.01,1,0,1.617,4.2
16,31,0.01,1,0,1.305,5.4
16,32,0.01,1,0,1.5,4.8
16,33,0.01,1,0,1.348,5.1
16,34,0.01,1,0,1.51,4.8
16,35,0.01,1,0,1.622,3.9
16,36,0.01,1,0,1.539,3.9
16,37,0.01,1,0,1.627,3.9
16,38,0.01,1,0,1.602,3.9
16,39,0.01,1,0,1.529,4.2
16,40,0.01,1,0,1.226,4.5
16,41,0.01,1,0,1.43,5.4
16,42,0.01,1,0,1.914,4.2
16,43,0.01,1,0,0.975,4.2
16,44,0.01,1,0,1.416,5.1
16,45,0.01,1,0,1.671,3.9
16,46,0.01,1,0,1.562,3.9
16,47,0.01,1,0,2.336,4.8
16,48,0.01,1,0,1.56,4.8
16,49,0.01,1,0,2.714,4.8
