seed,mode,reached,collided,dnf,hit_ped,hit_veh,hit_animal,hit_static,min_clr,ped_clr,veh_clr,animal_clr,static_clr,astar_fail,t_goal
85,ours,True,False,False,False,False,False,False,0.654,0.800,14.700,1.720,0.650,0,9.6
86,ego,False,True,False,False,False,False,True,-0.486,0.210,14.370,0.620,-0.490,0,infs
86,ours,False,True,False,False,False,False,True,-0.149,1.350,15.160,1.750,-0.150,0,infs
87,ego,True,False,False,False,False,False,False,0.400,0.570,,0.400,1.820,0,8.4
87,ours,True,False,False,False,False,False,False,0.543,1.110,,2.600,0.540,0,9.0
88,ego,True,False,False,False,False,False,False,0.323,0.450,,0.320,1.350,0,9.2
88,ours,True,False,False,False,False,False,False,1.648,1.740,,1.970,1.650,0,11.6
89,ego,True,False,False,False,False,False,False,0.515,0.520,,2.510,0.620,0,9.0
89,ours,True,False,False,False,False,False,False,1.276,1.380,,3.420,1.280,0,9.1
90,ego,False,True,False,False,False,False,True,-0.038,0.910,,15.490,-0.040,0,infs
90,ours,False,True,False,True,False,False,False,-0.122,-0.120,,22.090,1.030,138,infs
91,ego,True,False,False,False,False,False,False,0.313,0.310,11.600,1.560,0.420,0,9.3
91,ours,True,False,False,False,False,False,False,0.137,1.370,6.400,2.880,0.140,0,10.0
92,ego,True,False,False,False,False,False,False,0.214,0.210,5.930,0.720,3.140,0,7.4
92,ours,True,False,False,False,False,False,False,0.992,0.990,7.770,2.410,2.520,0,8.7
93,ego,False,True,False,False,False,False,True,-0.111,0.300,,5.570,-0.110,0,infs
93,ours,True,False,False,False,False,False,False,0.293,1.340,12.620,6.980,0.290,0,9.4
94,ego,True,False,False,False,False,False,False,0.252,0.250,7.980,0.300,0.550,0,9.7
94,ours,True,False,False,False,False,False,False,0.302,1.850,7.980,1.590,0.300,0,10.3
95,ego,True,False,False,False,False,False,False,0.395,1.140,9.940,4.940,0.400,0,9.4
95,ours,True,False,False,False,False,False,False,0.284,1.290,9.580,3.940,0.280,0,9.2
96,ego,True,False,False,False,False,False,False,0.283,0.430,,0.840,0.280,0,8.7
96,ours,True,False,False,False,False,False,False,0.632,1.490,27.960,3.420,0.630,184,9.4
97,ego,True,False,False,False,False,False,False,0.193,0.190,11.960,1.070,0.480,0,8.3
97,ours,True,False,False,False,False,False,False,0.474,1.520,6.140,1.800,0.470,0,8.6
98,ego,True,False,False,False,False,False,False,0.367,0.830,,1.020,0.370,0,9.6
98,ours,True,False,False,False,False,False,False,1.284,1.330,,1.800,1.280,0,10.0
99,ego,True,False,False,False,False,False,False,0.358,0.570,1.170,0.360,0.380,0,9.0
99,ours,True,False,False,False,False,False,False,0.270,0.870,1.300,2.380,0.270,0,10.6
