vmax,seed,ep,n_movers,ours_reach,ours_t,ours_clr,ours_coll,ego_reach,ego_t,ego_clr,ego_coll,sando_reach,sando_t,sando_clr,sando_coll
5.0,7,2,3,1,3.9,1.684,0,1,3.6,1.256,0,0,18.9,1.877,0
5.0,7,3,8,1,3.3,1.366,0,1,3.3,1.15,0,0,14.4,0.536,0
5.0,7,4,1,1,3.3,1.225,0,1,3.3,0.856,0,0,24.6,1.933,0
5.0,7,5,3,1,4.8,1.191,0,1,3.3,0.922,0,0,13.8,1.723,0
5.0,8,0,3,1,3.6,1.569,0,1,8.7,0.222,0,0,19.2,0.658,0
5.0,8,1,5,1,3.6,1.629,0,1,3.3,0.876,0,0,13.5,0.655,0
5.0,8,2,5,1,3.6,1.545,0,1,3.6,1.219,0,0,17.7,2.035,0
5.0,8,3,2,1,3.6,1.489,0,1,4.2,0.791,0,0,14.4,3.302,0
5.0,8,4,3,1,3.3,1.507,0,1,3.3,1.199,0,0,24.6,0.243,0
5.0,8,5,3,1,4.5,1.38,0,1,3.6,0.936,0,0,20.4,1.858,0
5.0,9,0,2,1,4.5,1.411,0,1,3.3,1.05,0,0,17.7,2.564,0
5.0,9,1,3,1,4.8,0.974,0,1,3.3,2.128,0,0,15.9,-0.109,1
5.0,9,2,5,1,3.9,1.212,0,1,3.3,0.955,0,0,23.4,2.908,0
5.0,9,3,6,1,3.6,1.407,0,1,5.1,1.178,0,0,21.9,-0.188,1
5.0,9,4,2,1,4.8,1.478,0,1,3.3,1.478,0,0,18.6,1.325,0
5.0,9,5,2,1,3.6,1.282,0,1,5.4,0.104,0,0,23.4,1.933,0
5.0,10,0,2,1,3.9,2.186,0,1,3.3,1.011,0,0,35.4,3.508,0
5.0,10,1,1,1,3.9,1.583,0,1,5.7,-0.138,1,0,20.7,2.315,0
5.0,10,2,1,1,3.6,1.623,0,1,3.3,1.297,0,0,13.8,2.424,0
5.0,10,3,1,1,3.6,1.511,0,1,3.3,0.882,0,0,14.4,1.765,0
5.0,10,4,3,1,3.6,1.587,0,1,6.3,0.057,0,0,14.1,0.351,0
5.0,10,5,5,1,3.9,1.361,0,1,6.9,0.249,0,0,16.5,1.468,0
5.0,11,0,4,1,4.8,1.716,0,1,5.1,0.598,0,0,18.6,3.057,0
5.0,11,1,2,1,3.3,1.914,0,1,3.3,1.117,0,0,31.2,2.363,0
5.0,11,2,1,1,3.6,1.411,0,1,6.6,0.182,0,0,20.1,2.569,0
5.0,11,3,2,1,5.4,1.37,0,1,3.3,1.006,0,0,33.6,2.163,0
5.0,11,4,2,1,4.8,1.56,0,1,3.3,1.137,0,0,17.7,1.231,0
5.0,11,5,4,1,4.8,1.504,0,1,6.6,-0.146,1,0,18.9,1.036,0
5.0,12,0,3,1,5.1,1.726,0,1,5.1,0.565,0,0,19.2,0.251,0
5.0,12,1,7,1,4.5,1.374,0,1,7.2,0.05,0,0,20.1,2.431,0
5.0,12,2,4,1,4.5,1.569,0,1,3.3,1.04,0,0,21.6,2.927,0
5.0,12,3,5,1,3.6,1.533,0,1,3.3,1.212,0,0,24.6,1.8,0
5.0,12,4,5,1,4.2,1.988,0,1,5.4,0.132,0,0,23.1,0.235,0
5.0,12,5,1,1,3.6,1.285,0,1,3.3,1.131,0,0,35.4,2.81,0
5.0,13,0,4,1,5.1,1.689,0,1,5.7,0.037,0,0,33.6,0.401,0
5.0,13,1,4,1,3.6,1.65,0,1,3.3,1.074,0,0,23.7,1.377,0
5.0,13,2,3,1,3.6,1.476,0,1,3.3,0.927,0,0,23.4,1.651,0
5.0,13,3,4,1,4.8,1.543,0,1,3.3,0.982,0,0,13.8,0.863,0
5.0,13,4,2,1,3.6,1.641,0,1,3.6,1.343,0,0,13.8,1.952,0
5.0,13,5,2,1,4.5,1.654,0,1,3.9,0.809,0,0,20.4,2.766,0
5.0,14,0,4,1,3.6,1.48,0,1,3.3,1.139,0,0,21.9,3.184,0
5.0,14,1,2,1,4.8,1.09,0,1,3.3,1.044,0,0,13.8,2.004,0
5.0,14,2,3,1,4.2,1.685,0,1,5.4,0.017,0,0,14.4,1.763,0
5.0,14,3,2,1,3.3,1.724,0,1,3.3,1.42,0,0,20.1,1.618,0
5.0,14,4,3,1,3.3,1.403,0,1,3.3,1.11,0,0,23.4,2.377,0
5.0,14,5,1,1,3.3,1.652,0,1,5.7,0.058,0,0,21.9,1.996,0
5.0,15,0,3,1,6.6,1.465,0,1,5.7,0.092,0,0,14.7,0.407,0
5.0,15,1,2,1,3.3,2.095,0,1,3.3,1.012,0,0,17.4,1.129,0
5.0,15,2,2,1,3.9,1.632,0,1,6.3,0.166,0,0,15.9,1.383,0
5.0,15,3,4,1,4.2,1.587,0,1,3.6,1.005,0,0,27.6,0.303,0
5.0,15,4,1,1,4.2,1.732,0,1,5.1,-0.412,1,0,17.7,-0.542,1
5.0,15,5,9,1,5.7,1.406,0,1,5.7,0.152,0,0,20.4,1.974,0
5.0,16,0,5,1,5.4,1.238,0,1,3.3,1.053,0,0,14.4,2.649,0
5.0,16,1,3,1,4.8,1.528,0,1,3.6,1.096,0,0,29.1,1.813,0
5.0,16,2,5,1,4.2,1.529,0,1,6.3,0.123,0,0,13.8,2.155,0
5.0,16,3,2,1,4.8,1.344,0,1,5.7,-0.113,1,0,27.9,1.378,0
5.0,16,4,2,1,4.5,1.505,0,1,3.3,1.196,0,0,18.9,2.324,0
5.0,16,5,1,1,3.9,1.832,0,1,5.4,0.125,0,0,17.4,2.729,0
5.0,17,0,1,1,3.3,1.582,0,1,3.3,1.219,0,0,23.7,3.313,0
5.0,17,1,3,1,4.8,1.366,0,1,3.3,0.988,0,0,25.2,2.89,0
5.0,17,2,2,1,3.6,1.904,0,1,3.3,1.052,0,0,15.6,2.586,0
5.0,17,3,2,1,3.3,1.737,0,1,3.3,1.428,0,0,18.9,1.852,0
5.0,17,4,3,1,4.5,0.953,0,1,5.4,0.234,0,0,16.8,0.581,0
5.0,17,5,1,1,4.2,1.261,0,1,5.4,0.142,0,0,14.1,1.903,0
5.0,18,0,2,1,3.3,1.666,0,1,3.3,1.361,0,0,26.4,1.55,0
5.0,18,1,1,1,5.7,1.048,0,1,4.2,0.098,0,0,14.4,-0.171,1
5.0,18,2,3,1,5.4,0.92,0,1,5.7,-0.024,1,0,21.9,0.17,0
5.0,18,3,1,1,3.3,1.293,0,1,3.3,1.009,0,0,13.8,1.755,0
5.0,18,4,2,1,3.3,2.038,0,1,3.3,0.974,0,0,18.9,1.762,0
5.0,18,5,2,1,4.8,1.459,0,1,3.3,1.459,0,0,17.7,2.387,0
5.0,19,0,1,1,3.3,4.645,0,1,3.3,4.645,0,0,14.1,-0.19,1
5.0,19,1,2,1,4.8,2.126,0,1,4.8,2.1,0,0,26.1,2.38,0
5.0,19,2,2,1,3.9,1.566,0,1,4.2,0.831,0,0,14.4,2.707,0
5.0,19,3,1,1,4.8,1.462,0,1,3.6,1.075,0,0,13.8,2.144,0
5.0,19,4,2,1,3.6,1.506,0,1,3.6,1.074,0,0,21.6,1.971,0
5.0,19,5,3,1,4.5,2.397,0,1,8.1,-0.169,1,0,20.1,0.624,0
6.0,0,0,1,1,4.8,1.477,0,1,3.3,1.007,0,0,20.1,2.433,0
6.0,0,1,2,1,4.5,1.721,0,1,3.3,0.962,0,0,20.7,1.872,0
6.0,0,2,2,1,3.6,1.898,0,1,3.3,1.027,0,0,27.6,3.482,0
6.0,0,3,2,1,3.9,1.427,0,1,3.0,0.899,0,0,26.4,1.429,0
6.0,0,4,1,1,3.6,1.478,0,1,3.3,0.98,0,0,20.4,1.604,0
6.0,0,5,2,1,3.3,1.309,0,1,3.0,-0.19,1,0,14.4,1.646,0
6.0,1,0,3,1,4.8,1.345,0,1,3.0,0.819,0,0,23.4,1.852,0
6.0,1,1,2,1,3.9,1.355,0,1,3.3,1.406,0,0,17.4,1.485,0
6.0,1,2,1,1,3.3,1.669,0,1,3.3,1.096,0,0,14.1,2.072,0
6.0,1,3,1,1,3.6,1.438,0,1,3.6,1.172,0,0,21.6,2.187,0
6.0,1,4,4,1,3.6,1.371,0,1,8.4,0.054,0,0,21.9,1.832,0
6.0,1,5,2,1,3.6,1.575,0,1,6.0,-0.098,1,0,14.1,1.433,0
6.0,2,0,2,1,3.9,1.505,0,1,3.0,1.004,0,0,13.8,1.764,0
6.0,2,1,2,1,3.3,1.307,0,1,3.3,0.851,0,0,29.4,1.667,0
6.0,2,2,2,1,3.3,1.626,0,1,3.3,1.326,0,0,13.8,2.65,0
6.0,2,3,4,1,4.5,0.918,0,1,3.3,2.567,0,0,14.4,0.449,0
6.0,2,4,1,1,3.3,1.664,0,1,3.3,1.09,0,0,15.9,1.473,0
6.0,2,5,2,1,5.1,1.321,0,1,4.2,1.341,0,0,20.1,1.724,0
6.0,3,0,2,1,4.8,1.302,0,1,3.3,0.974,0,0,18.6,2.656,0
6.0,3,1,2,1,3.3,1.43,0,1,3.0,0.961,0,0,38.4,3.253,0
6.0,3,2,1,1,4.8,1.485,0,1,3.3,1.221,0,0,27.9,3.149,0
6.0,3,3,2,1,5.1,1.356,0,1,3.3,1.007,0,0,23.4,2.03,0
6.0,3,4,2,1,3.6,1.976,0,1,3.3,0.996,0,0,20.4,3.258,0
6.0,3,5,5,1,5.1,1.323,0,1,7.8,0.207,0,0,21.9,1.595,0
6.0,4,0,3,1,4.5,1.329,0,1,3.3,1.058,0,0,13.8,1.578,0
6.0,4,1,1,1,3.3,1.72,0,1,3.0,1.236,0,0,38.4,3.004,0
6.0,4,2,2,1,3.3,1.601,0,1,3.3,1.031,0,0,17.4,2.263,0
6.0,4,3,1,1,3.3,1.599,0,1,3.3,1.035,0,0,26.4,2.585,0
6.0,4,4,3,1,5.1,1.617,0,1,3.3,1.013,0,0,14.4,1.678,0
6.0,4,5,1,1,3.9,1.345,0,1,3.3,0.828,0,0,15.6,2.349,0
6.0,5,0,2,1,5.1,1.219,0,1,6.0,-0.05,1,0,14.4,1.01,0
6.0,5,1,3,1,3.3,1.698,0,1,3.0,1.013,0,0,29.1,0.464,0
6.0,5,2,1,1,4.2,1.39,0,1,3.0,0.82,0,0,13.5,2.469,0
6.0,5,3,4,1,3.3,1.773,0,1,4.2,1.108,0,0,27.9,2.205,0
6.0,5,4,1,1,3.3,1.63,0,1,3.3,1.065,0,0,14.4,1.267,0
6.0,5,5,1,1,3.3,1.519,0,1,3.3,0.997,0,0,14.4,1.654,0
6.0,6,0,1,1,3.3,1.58,0,1,3.3,1.032,0,0,27.9,2.215,0
6.0,6,1,2,1,3.3,1.592,0,1,3.3,1.045,0,0,20.4,1.554,0
6.0,6,2,3,1,3.3,1.92,0,1,3.0,1.644,0,0,36.9,1.044,0
6.0,6,3,2,1,3.3,1.793,0,1,3.0,1.251,0,0,26.1,2.856,0
6.0,6,4,1,1,4.8,1.365,0,1,3.3,1.262,0,0,18.9,3.095,0
6.0,6,5,1,1,3.0,1.564,0,1,3.0,1.281,0,0,14.4,1.707,0
6.0,7,0,2,1,3.3,1.308,0,1,3.0,0.834,0,0,33.9,0.831,0
6.0,7,1,3,1,4.5,1.324,0,1,5.7,0.164,0,0,16.2,1.241,0
6.0,7,2,3,1,3.6,1.495,0,1,3.3,1.274,0,0,18.9,1.876,0
6.0,7,3,8,1,3.0,1.409,0,1,3.0,0.847,0,0,14.1,0.536,0
6.0,7,4,1,1,3.6,1.996,0,1,3.3,1.478,0,0,17.4,1.003,0
6.0,7,5,3,1,4.8,0.925,0,1,3.3,0.986,0,0,21.9,1.723,0
6.0,8,0,3,1,3.6,1.295,0,1,6.0,0.584,0,0,19.2,0.22,0
6.0,8,1,5,1,3.6,1.41,0,1,3.3,1.04,0,0,13.2,0.757,0
6.0,8,2,5,1,3.3,1.365,0,1,3.6,0.894,0,0,17.7,2.34,0
6.0,8,3,2,1,3.6,1.508,0,1,3.9,0.815,0,0,18.6,3.326,0
6.0,8,4,3,1,3.3,1.792,0,1,3.3,1.251,0,0,29.4,0.067,0
6.0,8,5,3,1,4.5,1.196,0,1,3.3,0.812,0,0,20.4,1.858,0
6.0,9,0,2,1,5.7,1.563,0,1,3.3,1.056,0,0,17.4,2.564,0
6.0,9,1,3,1,3.6,1.925,0,1,3.3,3.161,0,0,14.1,-0.215,1
6.0,9,2,5,1,4.2,1.226,0,1,6.9,0.345,0,0,23.4,2.908,0
6.0,9,3,6,1,4.5,1.34,0,1,4.8,1.347,0,0,21.9,1.486,0
6.0,9,4,2,1,4.5,1.299,0,1,3.3,1.299,0,0,17.4,0.629,0
6.0,9,5,2,1,3.3,1.522,0,1,3.3,0.989,0,0,21.6,2.198,0
6.0,10,0,2,1,3.6,1.639,0,1,3.0,0.983,0,0,15.6,3.508,0
6.0,10,1,1,1,3.3,1.358,0,1,3.0,0.856,0,0,23.4,2.258,0
6.0,10,2,1,1,3.6,1.233,0,1,3.3,0.779,0,0,16.2,2.501,0
6.0,10,3,1,1,4.2,1.649,0,1,3.0,1.013,0,0,17.4,2.278,0
6.0,10,4,3,1,3.3,1.514,0,1,6.6,-0.148,1,0,14.1,0.351,0
6.0,10,5,5,1,4.5,1.517,0,1,6.3,0.04,0,0,38.4,1.468,0
6.0,11,0,4,1,4.5,1.362,0,1,5.7,0.174,0,0,14.1,1.279,0
6.0,11,1,2,1,3.3,1.697,0,1,3.3,1.115,0,0,30.9,2.363,0
6.0,11,2,1,1,4.8,1.33,0,1,4.2,0.887,0,0,18.9,2.569,0
6.0,11,3,2,1,3.3,1.533,0,1,5.7,0.036,0,0,27.6,2.163,0
6.0,11,4,2,1,3.9,1.432,0,1,3.3,1.187,0,0,17.4,1.231,0
6.0,11,5,4,1,4.8,1.427,0,1,5.4,0.844,0,0,18.9,0.894,0
6.0,12,0,3,1,4.5,1.99,0,1,5.1,1.86,0,0,14.1,2.893,0
6.0,12,1,7,1,3.6,1.535,0,1,5.7,0.047,0,0,33.9,2.909,0
6.0,12,2,4,1,3.9,1.516,0,1,5.4,0.03,0,0,21.6,2.927,0
6.0,12,3,5,1,3.3,1.597,0,1,3.6,1.462,0,0,24.9,2.004,0
6.0,12,4,5,1,3.9,1.303,0,1,5.7,0.206,0,0,23.4,0.537,0
6.0,12,5,1,1,3.9,1.038,0,1,3.3,0.832,0,0,15.6,2.903,0
6.0,13,0,4,1,4.8,1.363,0,1,4.8,0.179,0,0,17.1,0.401,0
6.0,13,1,4,1,3.6,1.637,0,1,3.3,1.102,0,0,21.9,1.415,0
6.0,13,2,3,1,3.6,1.462,0,1,3.3,0.95,0,0,21.9,1.734,0
6.0,13,3,4,1,3.3,1.975,0,1,3.3,1.027,0,0,13.8,0.864,0
6.0,13,4,2,1,4.8,1.279,0,1,3.3,1.237,0,0,13.8,1.752,0
6.0,13,5,2,1,4.5,1.257,0,1,4.2,1.034,0,0,20.1,2.753,0
6.0,14,0,4,1,3.3,1.348,0,1,3.3,1.063,0,0,26.1,3.48,0
6.0,14,1,2,1,5.4,1.373,0,1,3.3,1.059,0,0,13.5,1.733,0
6.0,14,2,3,1,5.1,1.339,0,1,5.4,-0.055,1,0,14.1,1.544,0
6.0,14,3,2,1,6.0,1.42,0,1,3.0,1.276,0,0,20.1,2.329,0
6.0,14,4,3,1,3.3,1.9,0,1,3.3,1.131,0,0,23.4,2.377,0
6.0,14,5,1,1,4.5,1.557,0,1,5.7,0.128,0,0,21.9,1.996,0
6.0,15,0,3,1,5.1,1.255,0,1,6.6,0.105,0,0,14.4,0.407,0
6.0,15,1,2,1,3.3,1.567,0,1,3.3,1.02,0,0,13.5,2.204,0
6.0,15,2,2,1,3.6,1.456,0,1,3.3,1.036,0,0,17.1,1.702,0
6.0,15,3,4,1,3.6,1.257,0,1,4.2,0.904,0,0,14.7,0.055,0
6.0,15,4,1,1,5.1,1.486,0,1,5.1,-0.281,1,0,13.5,-0.542,1
6.0,15,5,9,1,4.2,1.116,0,1,6.3,0.474,0,0,30.9,1.805,0
6.0,16,0,5,1,5.7,1.371,0,1,3.3,1.09,0,0,14.1,2.734,0
6.0,16,1,3,1,3.3,1.264,0,1,3.9,0.799,0,0,23.1,1.73,0
6.0,16,2,5,1,3.9,1.537,0,1,6.9,0.256,0,0,24.6,2.278,0
6.0,16,3,2,1,4.8,1.379,0,1,3.0,0.837,0,0,18.6,1.69,0
6.0,16,4,2,1,4.5,1.433,0,1,3.3,1.262,0,0,18.9,2.407,0
6.0,16,5,1,1,5.4,1.281,0,1,6.0,-0.086,1,0,18.6,1.942,0
6.0,17,0,1,1,3.3,1.854,0,1,3.3,1.281,0,0,23.4,3.962,0
6.0,17,1,3,1,3.3,1.688,0,1,3.3,1.001,0,0,36.9,3.004,0
6.0,17,2,2,1,5.4,1.324,0,1,3.3,1.395,0,0,23.4,2.482,0
6.0,17,3,2,1,3.3,1.778,0,1,3.0,1.22,0,0,32.4,1.892,0
6.0,17,4,3,1,4.2,1.113,0,1,5.1,0.306,0,0,16.8,0.581,0
6.0,17,5,1,1,3.3,1.529,0,1,5.7,0.263,0,0,13.8,2.587,0
6.0,18,0,2,1,4.5,1.121,0,1,3.0,1.258,0,0,23.4,1.55,0
6.0,18,1,1,1,4.5,1.001,0,1,3.9,0.112,0,0,14.4,-0.171,1
6.0,18,2,3,1,4.2,1.202,0,1,6.0,-0.098,1,0,21.9,0.17,0
6.0,18,3,1,1,3.3,1.293,0,1,3.3,1.033,0,0,20.4,1.652,0
6.0,18,4,2,1,3.3,1.496,0,1,3.3,0.968,0,0,30.9,2.16,0
6.0,18,5,2,1,3.3,1.9,0,1,3.3,1.327,0,0,17.4,2.387,0
6.0,19,0,1,1,3.3,5.203,0,1,3.3,5.203,0,0,14.1,-0.371,1
6.0,19,1,2,1,5.1,1.989,0,1,4.5,1.133,0,0,26.1,2.375,0
6.0,19,2,2,1,4.5,1.48,0,1,6.6,0.334,0,0,29.4,2.03,0
6.0,19,3,1,1,6.6,1.266,0,1,3.3,1.068,0,0,13.8,2.071,0
6.0,19,4,2,1,4.5,1.478,0,1,3.3,0.962,0,0,21.6,1.912,0
6.0,19,5,3,1,3.9,1.336,0,1,3.3,1.076,0,0,20.1,0.399,0
7.0,0,0,1,1,3.6,1.669,0,1,3.0,0.981,0,0,18.6,2.433,0
7.0,0,1,2,1,4.2,1.054,0,1,3.6,1.49,0,0,20.7,1.852,0
7.0,0,2,2,1,3.3,1.496,0,1,3.0,1.193,0,0,14.4,2.083,0
7.0,0,3,2,1,4.2,2.239,0,1,3.6,1.02,0,0,27.6,1.429,0
7.0,0,4,1,1,3.9,1.606,0,1,3.6,1.098,0,0,32.1,1.553,0
7.0,0,5,2,1,3.9,1.402,0,1,3.0,0.358,0,0,14.4,1.477,0
7.0,1,0,3,1,5.7,1.188,0,1,3.0,1.132,0,0,23.1,2.191,0
7.0,1,1,2,1,4.5,1.281,0,1,3.3,1.209,0,0,17.4,1.465,0
7.0,1,2,1,1,3.9,1.968,0,1,3.0,1.249,0,0,17.4,2.072,0
7.0,1,3,1,1,4.5,1.177,0,1,3.3,1.407,0,0,21.6,2.187,0
7.0,1,4,4,1,7.5,1.146,0,1,9.9,0.548,0,0,17.1,2.42,0
7.0,1,5,2,1,3.9,1.713,0,1,6.0,0.062,0,0,18.0,1.976,0
7.0,2,0,2,1,4.2,1.384,0,0,14.7,0.163,0,0,13.5,1.764,0
7.0,2,1,2,1,4.2,2.192,0,1,3.0,1.069,0,0,20.7,2.425,0
7.0,2,2,2,1,3.9,1.857,0,1,3.3,1.332,0,0,13.5,2.65,0
7.0,2,3,4,1,7.5,1.015,0,1,3.3,2.531,0,0,14.4,0.455,0
7.0,2,4,1,1,3.9,1.916,0,1,3.3,1.179,0,0,15.9,1.302,0
7.0,2,5,2,1,3.9,1.572,0,0,15.6,-0.017,1,0,36.9,1.704,0
7.0,3,0,2,1,3.3,1.477,0,1,3.0,1.213,0,0,13.5,2.656,0
7.0,3,1,2,1,3.6,1.324,0,1,10.5,0.674,0,0,15.6,3.509,0
7.0,3,2,1,1,3.9,1.729,0,1,3.6,1.237,0,0,24.6,3.809,0
7.0,3,3,2,1,3.6,1.666,0,1,3.0,1.035,0,0,15.9,1.984,0
7.0,3,4,2,1,3.9,2.009,0,1,3.0,1.157,0,0,20.4,3.058,0
7.0,3,5,5,1,5.4,1.304,0,1,9.6,0.091,0,0,21.6,2.028,0
7.0,4,0,3,1,3.9,1.757,0,1,3.0,1.199,0,0,13.5,1.561,0
7.0,4,1,1,1,3.6,1.813,0,1,3.0,1.363,0,0,21.9,3.252,0
7.0,4,2,2,1,3.9,1.951,0,1,3.0,1.194,0,0,13.5,2.263,0
7.0,4,3,1,1,3.9,1.949,0,1,3.0,1.208,0,0,33.9,2.299,0
7.0,4,4,3,1,3.9,2.248,0,1,3.0,1.025,0,0,16.8,2.177,0
7.0,4,5,1,1,4.2,1.501,0,0,14.7,0.069,0,0,20.4,2.394,0
7.0,5,0,2,1,4.5,1.469,0,1,3.0,1.263,0,0,15.6,1.01,0
7.0,5,1,3,1,3.6,1.823,0,1,3.0,1.061,0,0,23.1,0.685,0
7.0,5,2,1,1,3.9,2.019,0,1,3.0,1.07,0,0,24.6,2.469,0
7.0,5,3,4,1,6.6,1.492,0,1,3.3,1.644,0,0,27.9,2.22,0
7.0,5,4,1,1,3.9,1.928,0,1,3.3,1.174,0,0,14.4,1.264,0
7.0,5,5,1,1,3.9,2.003,0,1,3.0,1.167,0,0,29.4,1.989,0
7.0,6,0,1,1,3.9,1.977,0,1,3.0,1.191,0,0,17.4,2.641,0
7.0,6,1,2,1,3.9,1.985,0,1,3.0,1.219,0,0,15.6,2.017,0
7.0,6,2,3,1,3.9,2.338,0,1,3.3,1.006,0,0,29.4,2.046,0
7.0,6,3,2,1,3.9,1.816,0,1,3.0,1.29,0,0,26.1,2.856,0
7.0,6,4,1,1,3.0,1.488,0,1,3.0,1.341,0,0,18.6,3.095,0
7.0,6,5,1,1,3.6,1.733,0,1,3.0,1.304,0,0,32.4,2.199,0
7.0,7,0,2,1,3.9,2.007,0,1,3.0,1.039,0,0,33.9,0.471,0
7.0,7,1,3,1,3.9,1.785,0,1,3.0,1.15,0,0,27.9,1.567,0
7.0,7,2,3,1,4.2,1.274,0,1,3.6,1.195,0,0,18.9,1.876,0
7.0,7,3,8,1,3.0,1.404,0,1,6.6,0.906,0,0,14.1,0.536,0
7.0,7,4,1,1,3.9,1.799,0,1,3.3,1.4,0,0,24.6,1.702,0
7.0,7,5,3,1,5.4,1.132,0,1,3.0,1.116,0,0,13.5,1.723,0
7.0,8,0,3,1,3.9,1.553,0,1,10.2,0.329,0,0,19.2,0.056,0
7.0,8,1,5,1,3.6,2.028,0,1,3.0,0.996,0,0,38.4,1.135,0
7.0,8,2,5,1,3.9,1.922,0,1,3.0,1.023,0,0,17.4,2.035,0
7.0,8,3,2,1,3.9,1.411,0,1,3.9,1.093,0,0,14.1,3.375,0
7.0,8,4,3,1,3.9,1.881,0,1,3.0,1.317,0,0,24.6,0.243,0
7.0,8,5,3,1,5.4,1.334,0,1,3.0,0.999,0,0,20.4,2.683,0
7.0,9,0,2,1,3.9,1.942,0,1,3.0,1.203,0,0,17.4,2.564,0
7.0,9,1,3,1,5.1,2.049,0,1,3.0,3.324,0,0,15.6,-0.234,1
7.0,9,2,5,1,4.2,1.325,0,1,7.8,0.194,0,0,23.1,3.253,0
7.0,9,3,6,1,3.6,1.358,0,1,3.3,1.15,0,0,39.6,1.746,0
7.0,9,4,2,1,3.9,1.303,0,1,3.3,1.259,0,0,17.4,0.603,0
7.0,9,5,2,1,4.2,1.679,0,1,5.7,0.747,0,0,21.9,2.327,0
7.0,10,0,2,1,4.5,1.948,0,1,3.3,1.195,0,0,36.9,3.508,0
7.0,10,1,1,1,4.2,2.09,0,1,3.3,1.029,0,0,23.4,2.127,0
7.0,10,2,1,1,4.2,1.438,0,1,3.3,1.23,0,0,17.4,2.42,0
7.0,10,3,1,1,3.6,1.784,0,1,3.0,1.056,0,0,14.4,2.354,0
7.0,10,4,3,1,3.0,1.72,0,1,3.0,1.17,0,0,32.4,-0.08,1
7.0,10,5,5,1,4.8,1.445,0,1,7.5,-0.035,1,0,16.2,1.374,0
7.0,11,0,4,1,4.5,1.199,0,1,5.7,-0.386,1,0,14.1,1.279,0
7.0,11,1,2,1,3.9,1.926,0,1,3.0,1.242,0,0,14.4,2.552,0
7.0,11,2,1,1,3.9,1.642,0,1,6.9,0.796,0,0,20.1,2.569,0
7.0,11,3,2,1,3.9,1.692,0,1,6.3,0.382,0,0,27.6,2.163,0
7.0,11,4,2,1,4.2,1.675,0,1,3.0,1.324,0,0,17.4,1.231,0
7.0,11,5,4,1,4.5,1.472,0,1,5.7,0.413,0,0,18.9,1.169,0
7.0,12,0,3,1,5.7,1.128,0,1,4.5,0.532,0,0,18.6,0.029,0
7.0,12,1,7,1,3.9,1.365,0,1,8.1,-0.026,1,0,20.1,2.473,0
7.0,12,2,4,1,5.7,1.712,0,1,3.3,1.089,0,0,21.6,2.859,0
7.0,12,3,5,1,4.2,1.268,0,1,3.3,1.384,0,0,18.9,1.449,0
7.0,12,4,5,1,4.5,1.406,0,1,4.5,1.467,0,0,23.4,1.039,0
7.0,12,5,1,1,4.5,1.159,0,1,3.3,1.162,0,0,21.6,2.922,0
7.0,13,0,4,1,5.1,1.323,0,1,4.8,0.148,0,0,25.2,0.401,0
7.0,13,1,4,1,3.9,1.715,0,1,3.0,1.218,0,0,23.4,1.527,0
7.0,13,2,3,1,3.9,1.756,0,1,3.3,1.138,0,0,23.4,1.648,0
7.0,13,3,4,1,3.9,1.974,0,1,3.0,1.171,0,0,13.5,1.31,0
7.0,13,4,2,1,4.5,1.515,0,1,3.3,1.353,0,0,13.5,1.631,0
7.0,13,5,2,1,4.5,1.413,0,1,3.3,1.079,0,0,20.4,2.784,0
7.0,14,0,4,1,5.1,1.427,0,1,3.0,1.259,0,0,21.6,3.426,0
7.0,14,1,2,1,4.2,1.658,0,1,3.0,1.199,0,0,13.5,1.761,0
7.0,14,2,3,1,4.8,1.501,0,1,5.4,-0.076,1,0,21.9,1.544,0
7.0,14,3,2,1,3.6,1.775,0,1,3.0,1.322,0,0,20.1,1.233,0
7.0,14,4,3,1,3.9,1.924,0,1,3.0,1.252,0,0,24.6,2.134,0
7.0,14,5,1,1,3.9,1.978,0,1,3.0,1.171,0,0,18.6,1.657,0
7.0,15,0,3,1,4.5,1.776,0,1,5.4,0.349,0,0,14.4,0.407,0
7.0,15,1,2,1,3.9,2.013,0,1,3.6,1.117,0,0,17.1,1.896,0
7.0,15,2,2,1,3.9,1.893,0,1,3.0,1.005,0,0,15.9,1.871,0
7.0,15,3,4,1,4.5,1.031,0,1,10.8,-0.078,1,0,14.7,0.004,0
7.0,15,4,1,1,5.7,1.819,0,1,5.4,-0.225,1,0,17.4,-0.542,1
7.0,15,5,9,1,5.4,1.177,0,1,6.9,-0.02,1,0,29.1,2.068,0
7.0,16,0,5,1,5.7,1.139,0,1,3.0,1.227,0,0,20.1,2.829,0
7.0,16,1,3,1,4.5,1.166,0,1,3.6,1.213,0,0,23.1,1.65,0
7.0,16,2,5,1,5.4,1.329,0,1,6.9,0.655,0,0,26.4,1.535,0
7.0,16,3,2,1,4.2,2.061,0,1,3.0,1.066,0,0,27.9,1.684,0
7.0,16,4,2,1,5.1,1.788,0,1,3.0,1.33,0,0,18.9,2.421,0
7.0,16,5,1,1,3.6,1.885,0,1,3.0,1.045,0,0,23.1,3.202,0
7.0,17,0,1,1,3.9,1.879,0,1,3.0,1.334,0,0,23.4,3.957,0
7.0,17,1,3,1,3.9,1.983,0,1,3.0,1.165,0,0,23.4,3.092,0
7.0,17,2,2,1,4.5,1.281,0,1,3.3,1.139,0,0,15.6,2.66,0
